Clases	Tipo de dato	Periodo	Total
1240 Protección social	Variación en lo que va de año	2023M10	5,5
1240 Protección social	Variación en lo que va de año	2023M09	5,4
1240 Protección social	Variación en lo que va de año	2023M08	5,3
1240 Protección social	Variación en lo que va de año	2023M07	5,2
1240 Protección social	Variación en lo que va de año	2023M06	4,9
1240 Protección social	Variación en lo que va de año	2023M05	4,7
1240 Protección social	Variación en lo que va de año	2023M04	4,5
1240 Protección social	Variación en lo que va de año	2023M03	4,4
1240 Protección social	Variación en lo que va de año	2023M02	3,4
1240 Protección social	Variación en lo que va de año	2023M01	2,1
1240 Protección social	Variación en lo que va de año	2022M12	3,8
1240 Protección social	Variación en lo que va de año	2022M11	3,6
1240 Protección social	Variación en lo que va de año	2022M10	3,5
1240 Protección social	Variación en lo que va de año	2022M09	3,3
1240 Protección social	Variación en lo que va de año	2022M08	3,3
1240 Protección social	Variación en lo que va de año	2022M07	3,2
1240 Protección social	Variación en lo que va de año	2022M06	3
1240 Protección social	Variación en lo que va de año	2022M05	2,9
1240 Protección social	Variación en lo que va de año	2022M04	2,7
1240 Protección social	Variación en lo que va de año	2022M03	2,4
1240 Protección social	Variación en lo que va de año	2022M02	1,9
1240 Protección social	Variación en lo que va de año	2022M01	1
1240 Protección social	Variación en lo que va de año	2021M12	1,5
1240 Protección social	Variación en lo que va de año	2021M11	1,4
1240 Protección social	Variación en lo que va de año	2021M10	1,3
1240 Protección social	Variación en lo que va de año	2021M09	1
1240 Protección social	Variación en lo que va de año	2021M08	1
1240 Protección social	Variación en lo que va de año	2021M07	1
1240 Protección social	Variación en lo que va de año	2021M06	0,9
1240 Protección social	Variación en lo que va de año	2021M05	0,9
1240 Protección social	Variación en lo que va de año	2021M04	0,6
1240 Protección social	Variación en lo que va de año	2021M03	0,6
1240 Protección social	Variación en lo que va de año	2021M02	0,5
1240 Protección social	Variación en lo que va de año	2021M01	0,3
1240 Protección social	Variación en lo que va de año	2020M12	2
1240 Protección social	Variación en lo que va de año	2020M11	1,9
1240 Protección social	Variación en lo que va de año	2020M10	1,9
1240 Protección social	Variación en lo que va de año	2020M09	1,9
1240 Protección social	Variación en lo que va de año	2020M08	1,9
1240 Protección social	Variación en lo que va de año	2020M07	1,9
1240 Protección social	Variación en lo que va de año	2020M06	1,8
1240 Protección social	Variación en lo que va de año	2020M05	1,6
1240 Protección social	Variación en lo que va de año	2020M04	1,6
1240 Protección social	Variación en lo que va de año	2020M03	1,3
1240 Protección social	Variación en lo que va de año	2020M02	1,2
1240 Protección social	Variación en lo que va de año	2020M01	0,5
1240 Protección social	Variación en lo que va de año	2019M12	2,7
1240 Protección social	Variación en lo que va de año	2019M11	2,6
1240 Protección social	Variación en lo que va de año	2019M10	2,5
1240 Protección social	Variación en lo que va de año	2019M09	2,3
1240 Protección social	Variación en lo que va de año	2019M08	2,3
1240 Protección social	Variación en lo que va de año	2019M07	2,2
1240 Protección social	Variación en lo que va de año	2019M06	2,4
1240 Protección social	Variación en lo que va de año	2019M05	2,2
1240 Protección social	Variación en lo que va de año	2019M04	2,1
1240 Protección social	Variación en lo que va de año	2019M03	1,9
1240 Protección social	Variación en lo que va de año	2019M02	1,8
1240 Protección social	Variación en lo que va de año	2019M01	1
1240 Protección social	Variación en lo que va de año	2018M12	2,1
1240 Protección social	Variación en lo que va de año	2018M11	2
1240 Protección social	Variación en lo que va de año	2018M10	1,9
1240 Protección social	Variación en lo que va de año	2018M09	1,8
1240 Protección social	Variación en lo que va de año	2018M08	1,7
1240 Protección social	Variación en lo que va de año	2018M07	1,7
1240 Protección social	Variación en lo que va de año	2018M06	1,7
1240 Protección social	Variación en lo que va de año	2018M05	1,5
1240 Protección social	Variación en lo que va de año	2018M04	1,4
1240 Protección social	Variación en lo que va de año	2018M03	1,3
1240 Protección social	Variación en lo que va de año	2018M02	0,9
1240 Protección social	Variación en lo que va de año	2018M01	0,5
1240 Protección social	Variación en lo que va de año	2017M12	1,9
1240 Protección social	Variación en lo que va de año	2017M11	1,9
1240 Protección social	Variación en lo que va de año	2017M10	1,8
1240 Protección social	Variación en lo que va de año	2017M09	1,7
1240 Protección social	Variación en lo que va de año	2017M08	1,7
1240 Protección social	Variación en lo que va de año	2017M07	1,6
1240 Protección social	Variación en lo que va de año	2017M06	1,5
1240 Protección social	Variación en lo que va de año	2017M05	1,4
1240 Protección social	Variación en lo que va de año	2017M04	1,4
1240 Protección social	Variación en lo que va de año	2017M03	1,2
1240 Protección social	Variación en lo que va de año	2017M02	1,1
1240 Protección social	Variación en lo que va de año	2017M01	0,5
1240 Protección social	Variación en lo que va de año	2016M12	""
1240 Protección social	Variación en lo que va de año	2016M11	""
1240 Protección social	Variación en lo que va de año	2016M10	""
1240 Protección social	Variación en lo que va de año	2016M09	""
1240 Protección social	Variación en lo que va de año	2016M08	""
1240 Protección social	Variación en lo que va de año	2016M07	""
1240 Protección social	Variación en lo que va de año	2016M06	""
1240 Protección social	Variación en lo que va de año	2016M05	""
1240 Protección social	Variación en lo que va de año	2016M04	""
1240 Protección social	Variación en lo que va de año	2016M03	""
1240 Protección social	Variación en lo que va de año	2016M02	""
1240 Protección social	Variación en lo que va de año	2016M01	""
1240 Protección social	Variación en lo que va de año	2015M12	""
1240 Protección social	Variación en lo que va de año	2015M11	""
1240 Protección social	Variación en lo que va de año	2015M10	""
1240 Protección social	Variación en lo que va de año	2015M09	""
1240 Protección social	Variación en lo que va de año	2015M08	""
1240 Protección social	Variación en lo que va de año	2015M07	""
1240 Protección social	Variación en lo que va de año	2015M06	""
1240 Protección social	Variación en lo que va de año	2015M05	""
1240 Protección social	Variación en lo que va de año	2015M04	""
1240 Protección social	Variación en lo que va de año	2015M03	""
1240 Protección social	Variación en lo que va de año	2015M02	""
1240 Protección social	Variación en lo que va de año	2015M01	""
1240 Protección social	Variación en lo que va de año	2014M12	""
1240 Protección social	Variación en lo que va de año	2014M11	""
1240 Protección social	Variación en lo que va de año	2014M10	""
1240 Protección social	Variación en lo que va de año	2014M09	""
1240 Protección social	Variación en lo que va de año	2014M08	""
1240 Protección social	Variación en lo que va de año	2014M07	""
1240 Protección social	Variación en lo que va de año	2014M06	""
1240 Protección social	Variación en lo que va de año	2014M05	""
1240 Protección social	Variación en lo que va de año	2014M04	""
1240 Protección social	Variación en lo que va de año	2014M03	""
1240 Protección social	Variación en lo que va de año	2014M02	""
1240 Protección social	Variación en lo que va de año	2014M01	""
1240 Protección social	Variación en lo que va de año	2013M12	""
1240 Protección social	Variación en lo que va de año	2013M11	""
1240 Protección social	Variación en lo que va de año	2013M10	""
1240 Protección social	Variación en lo que va de año	2013M09	""
1240 Protección social	Variación en lo que va de año	2013M08	""
1240 Protección social	Variación en lo que va de año	2013M07	""
1240 Protección social	Variación en lo que va de año	2013M06	""
1240 Protección social	Variación en lo que va de año	2013M05	""
1240 Protección social	Variación en lo que va de año	2013M04	""
1240 Protección social	Variación en lo que va de año	2013M03	""
1240 Protección social	Variación en lo que va de año	2013M02	""
1240 Protección social	Variación en lo que va de año	2013M01	""
1240 Protección social	Variación en lo que va de año	2012M12	""
1240 Protección social	Variación en lo que va de año	2012M11	""
1240 Protección social	Variación en lo que va de año	2012M10	""
1240 Protección social	Variación en lo que va de año	2012M09	""
1240 Protección social	Variación en lo que va de año	2012M08	""
1240 Protección social	Variación en lo que va de año	2012M07	""
1240 Protección social	Variación en lo que va de año	2012M06	""
1240 Protección social	Variación en lo que va de año	2012M05	""
1240 Protección social	Variación en lo que va de año	2012M04	""
1240 Protección social	Variación en lo que va de año	2012M03	""
1240 Protección social	Variación en lo que va de año	2012M02	""
1240 Protección social	Variación en lo que va de año	2012M01	""
1240 Protección social	Variación en lo que va de año	2011M12	""
1240 Protección social	Variación en lo que va de año	2011M11	""
1240 Protección social	Variación en lo que va de año	2011M10	""
1240 Protección social	Variación en lo que va de año	2011M09	""
1240 Protección social	Variación en lo que va de año	2011M08	""
1240 Protección social	Variación en lo que va de año	2011M07	""
1240 Protección social	Variación en lo que va de año	2011M06	""
1240 Protección social	Variación en lo que va de año	2011M05	""
1240 Protección social	Variación en lo que va de año	2011M04	""
1240 Protección social	Variación en lo que va de año	2011M03	""
1240 Protección social	Variación en lo que va de año	2011M02	""
1240 Protección social	Variación en lo que va de año	2011M01	""
1240 Protección social	Variación en lo que va de año	2010M12	""
1240 Protección social	Variación en lo que va de año	2010M11	""
1240 Protección social	Variación en lo que va de año	2010M10	""
1240 Protección social	Variación en lo que va de año	2010M09	""
1240 Protección social	Variación en lo que va de año	2010M08	""
1240 Protección social	Variación en lo que va de año	2010M07	""
1240 Protección social	Variación en lo que va de año	2010M06	""
1240 Protección social	Variación en lo que va de año	2010M05	""
1240 Protección social	Variación en lo que va de año	2010M04	""
1240 Protección social	Variación en lo que va de año	2010M03	""
1240 Protección social	Variación en lo que va de año	2010M02	""
1240 Protección social	Variación en lo que va de año	2010M01	""
1240 Protección social	Variación en lo que va de año	2009M12	""
1240 Protección social	Variación en lo que va de año	2009M11	""
1240 Protección social	Variación en lo que va de año	2009M10	""
1240 Protección social	Variación en lo que va de año	2009M09	""
1240 Protección social	Variación en lo que va de año	2009M08	""
1240 Protección social	Variación en lo que va de año	2009M07	""
1240 Protección social	Variación en lo que va de año	2009M06	""
1240 Protección social	Variación en lo que va de año	2009M05	""
1240 Protección social	Variación en lo que va de año	2009M04	""
1240 Protección social	Variación en lo que va de año	2009M03	""
1240 Protección social	Variación en lo que va de año	2009M02	""
1240 Protección social	Variación en lo que va de año	2009M01	""
1240 Protección social	Variación en lo que va de año	2008M12	""
1240 Protección social	Variación en lo que va de año	2008M11	""
1240 Protección social	Variación en lo que va de año	2008M10	""
1240 Protección social	Variación en lo que va de año	2008M09	""
1240 Protección social	Variación en lo que va de año	2008M08	""
1240 Protección social	Variación en lo que va de año	2008M07	""
1240 Protección social	Variación en lo que va de año	2008M06	""
1240 Protección social	Variación en lo que va de año	2008M05	""
1240 Protección social	Variación en lo que va de año	2008M04	""
1240 Protección social	Variación en lo que va de año	2008M03	""
1240 Protección social	Variación en lo que va de año	2008M02	""
1240 Protección social	Variación en lo que va de año	2008M01	""
1240 Protección social	Variación en lo que va de año	2007M12	""
1240 Protección social	Variación en lo que va de año	2007M11	""
1240 Protección social	Variación en lo que va de año	2007M10	""
1240 Protección social	Variación en lo que va de año	2007M09	""
1240 Protección social	Variación en lo que va de año	2007M08	""
1240 Protección social	Variación en lo que va de año	2007M07	""
1240 Protección social	Variación en lo que va de año	2007M06	""
1240 Protección social	Variación en lo que va de año	2007M05	""
1240 Protección social	Variación en lo que va de año	2007M04	""
1240 Protección social	Variación en lo que va de año	2007M03	""
1240 Protección social	Variación en lo que va de año	2007M02	""
1240 Protección social	Variación en lo que va de año	2007M01	""
1240 Protección social	Variación en lo que va de año	2006M12	""
1240 Protección social	Variación en lo que va de año	2006M11	""
1240 Protección social	Variación en lo que va de año	2006M10	""
1240 Protección social	Variación en lo que va de año	2006M09	""
1240 Protección social	Variación en lo que va de año	2006M08	""
1240 Protección social	Variación en lo que va de año	2006M07	""
1240 Protección social	Variación en lo que va de año	2006M06	""
1240 Protección social	Variación en lo que va de año	2006M05	""
1240 Protección social	Variación en lo que va de año	2006M04	""
1240 Protección social	Variación en lo que va de año	2006M03	""
1240 Protección social	Variación en lo que va de año	2006M02	""
1240 Protección social	Variación en lo que va de año	2006M01	""
1240 Protección social	Variación en lo que va de año	2005M12	""
1240 Protección social	Variación en lo que va de año	2005M11	""
1240 Protección social	Variación en lo que va de año	2005M10	""
1240 Protección social	Variación en lo que va de año	2005M09	""
1240 Protección social	Variación en lo que va de año	2005M08	""
1240 Protección social	Variación en lo que va de año	2005M07	""
1240 Protección social	Variación en lo que va de año	2005M06	""
1240 Protección social	Variación en lo que va de año	2005M05	""
1240 Protección social	Variación en lo que va de año	2005M04	""
1240 Protección social	Variación en lo que va de año	2005M03	""
1240 Protección social	Variación en lo que va de año	2005M02	""
1240 Protección social	Variación en lo que va de año	2005M01	""
1240 Protección social	Variación en lo que va de año	2004M12	""
1240 Protección social	Variación en lo que va de año	2004M11	""
1240 Protección social	Variación en lo que va de año	2004M10	""
1240 Protección social	Variación en lo que va de año	2004M09	""
1240 Protección social	Variación en lo que va de año	2004M08	""
1240 Protección social	Variación en lo que va de año	2004M07	""
1240 Protección social	Variación en lo que va de año	2004M06	""
1240 Protección social	Variación en lo que va de año	2004M05	""
1240 Protección social	Variación en lo que va de año	2004M04	""
1240 Protección social	Variación en lo que va de año	2004M03	""
1240 Protección social	Variación en lo que va de año	2004M02	""
1240 Protección social	Variación en lo que va de año	2004M01	""
1240 Protección social	Variación en lo que va de año	2003M12	""
1240 Protección social	Variación en lo que va de año	2003M11	""
1240 Protección social	Variación en lo que va de año	2003M10	""
1240 Protección social	Variación en lo que va de año	2003M09	""
1240 Protección social	Variación en lo que va de año	2003M08	""
1240 Protección social	Variación en lo que va de año	2003M07	""
1240 Protección social	Variación en lo que va de año	2003M06	""
1240 Protección social	Variación en lo que va de año	2003M05	""
1240 Protección social	Variación en lo que va de año	2003M04	""
1240 Protección social	Variación en lo que va de año	2003M03	""
1240 Protección social	Variación en lo que va de año	2003M02	""
1240 Protección social	Variación en lo que va de año	2003M01	""
1240 Protección social	Variación en lo que va de año	2002M12	""
1240 Protección social	Variación en lo que va de año	2002M11	""
1240 Protección social	Variación en lo que va de año	2002M10	""
1240 Protección social	Variación en lo que va de año	2002M09	""
1240 Protección social	Variación en lo que va de año	2002M08	""
1240 Protección social	Variación en lo que va de año	2002M07	""
1240 Protección social	Variación en lo que va de año	2002M06	""
1240 Protección social	Variación en lo que va de año	2002M05	""
1240 Protección social	Variación en lo que va de año	2002M04	""
1240 Protección social	Variación en lo que va de año	2002M03	""
1240 Protección social	Variación en lo que va de año	2002M02	""
1240 Protección social	Variación en lo que va de año	2002M01	""
1253 Seguros relacionados con la salud	Índice	2025M01	133,471
1253 Seguros relacionados con la salud	Índice	2024M12	126,512
1253 Seguros relacionados con la salud	Índice	2024M11	126,512
1253 Seguros relacionados con la salud	Índice	2024M10	126,512
1253 Seguros relacionados con la salud	Índice	2024M09	126,512
1253 Seguros relacionados con la salud	Índice	2024M08	126,512
1253 Seguros relacionados con la salud	Índice	2024M07	126,512
1253 Seguros relacionados con la salud	Índice	2024M06	126,512
1253 Seguros relacionados con la salud	Índice	2024M05	126,512
1253 Seguros relacionados con la salud	Índice	2024M04	126,512
1253 Seguros relacionados con la salud	Índice	2024M03	126,512
1253 Seguros relacionados con la salud	Índice	2024M02	126,512
1253 Seguros relacionados con la salud	Índice	2024M01	121,313
1253 Seguros relacionados con la salud	Índice	2023M12	115,536
1253 Seguros relacionados con la salud	Índice	2023M11	115,536
1253 Seguros relacionados con la salud	Índice	2023M10	115,536
1253 Seguros relacionados con la salud	Índice	2023M09	115,536
1253 Seguros relacionados con la salud	Índice	2023M08	115,536
1253 Seguros relacionados con la salud	Índice	2023M07	115,536
1253 Seguros relacionados con la salud	Índice	2023M06	115,536
1253 Seguros relacionados con la salud	Índice	2023M05	115,536
1253 Seguros relacionados con la salud	Índice	2023M04	115,536
1253 Seguros relacionados con la salud	Índice	2023M03	115,536
1253 Seguros relacionados con la salud	Índice	2023M02	115,536
1253 Seguros relacionados con la salud	Índice	2023M01	113,506
1253 Seguros relacionados con la salud	Índice	2022M12	106,579
1253 Seguros relacionados con la salud	Índice	2022M11	106,579
1253 Seguros relacionados con la salud	Índice	2022M10	106,579
1253 Seguros relacionados con la salud	Índice	2022M09	106,579
1253 Seguros relacionados con la salud	Índice	2022M08	106,579
1253 Seguros relacionados con la salud	Índice	2022M07	106,579
1253 Seguros relacionados con la salud	Índice	2022M06	106,579
1253 Seguros relacionados con la salud	Índice	2022M05	106,579
1253 Seguros relacionados con la salud	Índice	2022M04	106,579
1253 Seguros relacionados con la salud	Índice	2022M03	106,579
1253 Seguros relacionados con la salud	Índice	2022M02	106,579
1253 Seguros relacionados con la salud	Índice	2022M01	103,998
1253 Seguros relacionados con la salud	Índice	2021M12	99,998
1253 Seguros relacionados con la salud	Índice	2021M11	99,998
1253 Seguros relacionados con la salud	Índice	2021M10	99,998
1253 Seguros relacionados con la salud	Índice	2021M09	99,998
1253 Seguros relacionados con la salud	Índice	2021M08	99,998
1253 Seguros relacionados con la salud	Índice	2021M07	99,998
1253 Seguros relacionados con la salud	Índice	2021M06	99,998
1253 Seguros relacionados con la salud	Índice	2021M05	99,998
1253 Seguros relacionados con la salud	Índice	2021M04	99,998
1253 Seguros relacionados con la salud	Índice	2021M03	99,998
1253 Seguros relacionados con la salud	Índice	2021M02	99,998
1253 Seguros relacionados con la salud	Índice	2021M01	100,024
1253 Seguros relacionados con la salud	Índice	2020M12	95,084
1253 Seguros relacionados con la salud	Índice	2020M11	95,084
1253 Seguros relacionados con la salud	Índice	2020M10	95,084
1253 Seguros relacionados con la salud	Índice	2020M09	95,084
1253 Seguros relacionados con la salud	Índice	2020M08	95,084
1253 Seguros relacionados con la salud	Índice	2020M07	95,084
1253 Seguros relacionados con la salud	Índice	2020M06	95,084
1253 Seguros relacionados con la salud	Índice	2020M05	95,084
1253 Seguros relacionados con la salud	Índice	2020M04	95,084
1253 Seguros relacionados con la salud	Índice	2020M03	95,084
1253 Seguros relacionados con la salud	Índice	2020M02	95,084
1253 Seguros relacionados con la salud	Índice	2020M01	95,084
1253 Seguros relacionados con la salud	Índice	2019M12	90,713
1253 Seguros relacionados con la salud	Índice	2019M11	90,713
1253 Seguros relacionados con la salud	Índice	2019M10	90,713
1253 Seguros relacionados con la salud	Índice	2019M09	90,713
1253 Seguros relacionados con la salud	Índice	2019M08	90,713
1253 Seguros relacionados con la salud	Índice	2019M07	90,713
1253 Seguros relacionados con la salud	Índice	2019M06	90,713
1253 Seguros relacionados con la salud	Índice	2019M05	90,713
1253 Seguros relacionados con la salud	Índice	2019M04	90,713
1253 Seguros relacionados con la salud	Índice	2019M03	90,713
1253 Seguros relacionados con la salud	Índice	2019M02	90,713
1253 Seguros relacionados con la salud	Índice	2019M01	90,325
1253 Seguros relacionados con la salud	Índice	2018M12	86,369
1253 Seguros relacionados con la salud	Índice	2018M11	86,369
1253 Seguros relacionados con la salud	Índice	2018M10	86,369
1253 Seguros relacionados con la salud	Índice	2018M09	86,369
1253 Seguros relacionados con la salud	Índice	2018M08	86,369
1253 Seguros relacionados con la salud	Índice	2018M07	86,369
1253 Seguros relacionados con la salud	Índice	2018M06	86,369
1253 Seguros relacionados con la salud	Índice	2018M05	86,369
1253 Seguros relacionados con la salud	Índice	2018M04	86,369
1253 Seguros relacionados con la salud	Índice	2018M03	85,779
1253 Seguros relacionados con la salud	Índice	2018M02	85,779
1253 Seguros relacionados con la salud	Índice	2018M01	85,779
1253 Seguros relacionados con la salud	Índice	2017M12	82,158
1253 Seguros relacionados con la salud	Índice	2017M11	82,158
1253 Seguros relacionados con la salud	Índice	2017M10	82,158
1253 Seguros relacionados con la salud	Índice	2017M09	82,158
1253 Seguros relacionados con la salud	Índice	2017M08	82,158
1253 Seguros relacionados con la salud	Índice	2017M07	82,158
1253 Seguros relacionados con la salud	Índice	2017M06	82,158
1253 Seguros relacionados con la salud	Índice	2017M05	82,158
1253 Seguros relacionados con la salud	Índice	2017M04	82,158
1253 Seguros relacionados con la salud	Índice	2017M03	82,158
1253 Seguros relacionados con la salud	Índice	2017M02	82,158
1253 Seguros relacionados con la salud	Índice	2017M01	82,158
1253 Seguros relacionados con la salud	Índice	2016M12	78,558
1253 Seguros relacionados con la salud	Índice	2016M11	78,558
1253 Seguros relacionados con la salud	Índice	2016M10	78,558
1253 Seguros relacionados con la salud	Índice	2016M09	78,558
1253 Seguros relacionados con la salud	Índice	2016M08	78,558
1253 Seguros relacionados con la salud	Índice	2016M07	78,558
1253 Seguros relacionados con la salud	Índice	2016M06	78,558
1253 Seguros relacionados con la salud	Índice	2016M05	78,558
1253 Seguros relacionados con la salud	Índice	2016M04	78,558
1253 Seguros relacionados con la salud	Índice	2016M03	78,558
1253 Seguros relacionados con la salud	Índice	2016M02	78,558
1253 Seguros relacionados con la salud	Índice	2016M01	78,558
1253 Seguros relacionados con la salud	Índice	2015M12	75,206
1253 Seguros relacionados con la salud	Índice	2015M11	75,206
1253 Seguros relacionados con la salud	Índice	2015M10	75,206
1253 Seguros relacionados con la salud	Índice	2015M09	75,206
1253 Seguros relacionados con la salud	Índice	2015M08	75,206
1253 Seguros relacionados con la salud	Índice	2015M07	75,206
1253 Seguros relacionados con la salud	Índice	2015M06	75,206
1253 Seguros relacionados con la salud	Índice	2015M05	75,206
1253 Seguros relacionados con la salud	Índice	2015M04	75,206
1253 Seguros relacionados con la salud	Índice	2015M03	75,206
1253 Seguros relacionados con la salud	Índice	2015M02	75,206
1253 Seguros relacionados con la salud	Índice	2015M01	75,206
1253 Seguros relacionados con la salud	Índice	2014M12	71,91
1253 Seguros relacionados con la salud	Índice	2014M11	71,91
1253 Seguros relacionados con la salud	Índice	2014M10	71,91
1253 Seguros relacionados con la salud	Índice	2014M09	71,91
1253 Seguros relacionados con la salud	Índice	2014M08	71,91
1253 Seguros relacionados con la salud	Índice	2014M07	71,91
1253 Seguros relacionados con la salud	Índice	2014M06	71,91
1253 Seguros relacionados con la salud	Índice	2014M05	71,91
1253 Seguros relacionados con la salud	Índice	2014M04	71,91
1253 Seguros relacionados con la salud	Índice	2014M03	71,91
1253 Seguros relacionados con la salud	Índice	2014M02	71,91
1253 Seguros relacionados con la salud	Índice	2014M01	70,004
1253 Seguros relacionados con la salud	Índice	2013M12	68,164
1253 Seguros relacionados con la salud	Índice	2013M11	68,164
1253 Seguros relacionados con la salud	Índice	2013M10	68,164
1253 Seguros relacionados con la salud	Índice	2013M09	68,164
1253 Seguros relacionados con la salud	Índice	2013M08	68,164
1253 Seguros relacionados con la salud	Índice	2013M07	68,164
1253 Seguros relacionados con la salud	Índice	2013M06	68,164
1253 Seguros relacionados con la salud	Índice	2013M05	68,164
1253 Seguros relacionados con la salud	Índice	2013M04	68,164
1253 Seguros relacionados con la salud	Índice	2013M03	68,164
1253 Seguros relacionados con la salud	Índice	2013M02	68,548
1253 Seguros relacionados con la salud	Índice	2013M01	67,806
1253 Seguros relacionados con la salud	Índice	2012M12	65,45
1253 Seguros relacionados con la salud	Índice	2012M11	65,45
1253 Seguros relacionados con la salud	Índice	2012M10	65,45
1253 Seguros relacionados con la salud	Índice	2012M09	65,45
1253 Seguros relacionados con la salud	Índice	2012M08	65,45
1253 Seguros relacionados con la salud	Índice	2012M07	65,45
1253 Seguros relacionados con la salud	Índice	2012M06	65,45
1253 Seguros relacionados con la salud	Índice	2012M05	65,45
1253 Seguros relacionados con la salud	Índice	2012M04	65,45
1253 Seguros relacionados con la salud	Índice	2012M03	65,45
1253 Seguros relacionados con la salud	Índice	2012M02	65,45
1253 Seguros relacionados con la salud	Índice	2012M01	65,45
1253 Seguros relacionados con la salud	Índice	2011M12	63,222
1253 Seguros relacionados con la salud	Índice	2011M11	63,222
1253 Seguros relacionados con la salud	Índice	2011M10	63,222
1253 Seguros relacionados con la salud	Índice	2011M09	63,222
1253 Seguros relacionados con la salud	Índice	2011M08	63,222
1253 Seguros relacionados con la salud	Índice	2011M07	63,222
1253 Seguros relacionados con la salud	Índice	2011M06	63,222
1253 Seguros relacionados con la salud	Índice	2011M05	63,222
1253 Seguros relacionados con la salud	Índice	2011M04	63,222
1253 Seguros relacionados con la salud	Índice	2011M03	63,222
1253 Seguros relacionados con la salud	Índice	2011M02	63,222
1253 Seguros relacionados con la salud	Índice	2011M01	62,127
1253 Seguros relacionados con la salud	Índice	2010M12	60,159
1253 Seguros relacionados con la salud	Índice	2010M11	60,159
1253 Seguros relacionados con la salud	Índice	2010M10	60,159
1253 Seguros relacionados con la salud	Índice	2010M09	60,159
1253 Seguros relacionados con la salud	Índice	2010M08	60,159
1253 Seguros relacionados con la salud	Índice	2010M07	60,159
1253 Seguros relacionados con la salud	Índice	2010M06	60,159
1253 Seguros relacionados con la salud	Índice	2010M05	60,159
1253 Seguros relacionados con la salud	Índice	2010M04	59,916
1253 Seguros relacionados con la salud	Índice	2010M03	59,916
1253 Seguros relacionados con la salud	Índice	2010M02	59,916
1253 Seguros relacionados con la salud	Índice	2010M01	59,83
1253 Seguros relacionados con la salud	Índice	2009M12	56,874
1253 Seguros relacionados con la salud	Índice	2009M11	56,874
1253 Seguros relacionados con la salud	Índice	2009M10	56,874
1253 Seguros relacionados con la salud	Índice	2009M09	56,874
1253 Seguros relacionados con la salud	Índice	2009M08	56,874
1253 Seguros relacionados con la salud	Índice	2009M07	56,874
1253 Seguros relacionados con la salud	Índice	2009M06	56,874
1253 Seguros relacionados con la salud	Índice	2009M05	56,874
1253 Seguros relacionados con la salud	Índice	2009M04	56,874
1253 Seguros relacionados con la salud	Índice	2009M03	56,874
1253 Seguros relacionados con la salud	Índice	2009M02	56,874
1253 Seguros relacionados con la salud	Índice	2009M01	56,874
1253 Seguros relacionados con la salud	Índice	2008M12	53,203
1253 Seguros relacionados con la salud	Índice	2008M11	53,203
1253 Seguros relacionados con la salud	Índice	2008M10	53,203
1253 Seguros relacionados con la salud	Índice	2008M09	53,203
1253 Seguros relacionados con la salud	Índice	2008M08	53,203
1253 Seguros relacionados con la salud	Índice	2008M07	53,203
1253 Seguros relacionados con la salud	Índice	2008M06	53,203
1253 Seguros relacionados con la salud	Índice	2008M05	53,203
1253 Seguros relacionados con la salud	Índice	2008M04	53,203
1253 Seguros relacionados con la salud	Índice	2008M03	53,203
1253 Seguros relacionados con la salud	Índice	2008M02	53,203
1253 Seguros relacionados con la salud	Índice	2008M01	53,03
1253 Seguros relacionados con la salud	Índice	2007M12	50,814
1253 Seguros relacionados con la salud	Índice	2007M11	50,814
1253 Seguros relacionados con la salud	Índice	2007M10	50,814
1253 Seguros relacionados con la salud	Índice	2007M09	50,814
1253 Seguros relacionados con la salud	Índice	2007M08	50,814
1253 Seguros relacionados con la salud	Índice	2007M07	50,814
1253 Seguros relacionados con la salud	Índice	2007M06	50,814
1253 Seguros relacionados con la salud	Índice	2007M05	50,814
1253 Seguros relacionados con la salud	Índice	2007M04	50,814
1253 Seguros relacionados con la salud	Índice	2007M03	50,814
1253 Seguros relacionados con la salud	Índice	2007M02	50,814
1253 Seguros relacionados con la salud	Índice	2007M01	50,814
1253 Seguros relacionados con la salud	Índice	2006M12	48,26
1253 Seguros relacionados con la salud	Índice	2006M11	48,26
1253 Seguros relacionados con la salud	Índice	2006M10	48,26
1253 Seguros relacionados con la salud	Índice	2006M09	48,26
1253 Seguros relacionados con la salud	Índice	2006M08	48,26
1253 Seguros relacionados con la salud	Índice	2006M07	48,26
1253 Seguros relacionados con la salud	Índice	2006M06	48,26
1253 Seguros relacionados con la salud	Índice	2006M05	48,26
1253 Seguros relacionados con la salud	Índice	2006M04	48,26
1253 Seguros relacionados con la salud	Índice	2006M03	48,26
1253 Seguros relacionados con la salud	Índice	2006M02	48,26
1253 Seguros relacionados con la salud	Índice	2006M01	48,26
1253 Seguros relacionados con la salud	Índice	2005M12	45,992
1253 Seguros relacionados con la salud	Índice	2005M11	45,992
1253 Seguros relacionados con la salud	Índice	2005M10	45,992
1253 Seguros relacionados con la salud	Índice	2005M09	45,992
1253 Seguros relacionados con la salud	Índice	2005M08	45,992
1253 Seguros relacionados con la salud	Índice	2005M07	45,992
1253 Seguros relacionados con la salud	Índice	2005M06	45,992
1253 Seguros relacionados con la salud	Índice	2005M05	45,992
1253 Seguros relacionados con la salud	Índice	2005M04	45,992
1253 Seguros relacionados con la salud	Índice	2005M03	45,992
1253 Seguros relacionados con la salud	Índice	2005M02	45,992
1253 Seguros relacionados con la salud	Índice	2005M01	45,992
1253 Seguros relacionados con la salud	Índice	2004M12	43,834
